GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
cf3bad65-0513-4831-9de0-45fba06ed615	1	3301765	48007013	23989	0.1035
cf3bad65-0513-4831-9de0-45fba06ed615	1	48007287	68486673	13492	0.0781
cf3bad65-0513-4831-9de0-45fba06ed615	1	68490278	76087598	4105	0.0432
cf3bad65-0513-4831-9de0-45fba06ed615	1	76091265	77471571	923	0.0761
cf3bad65-0513-4831-9de0-45fba06ed615	1	77478219	77503968	29	0.6086
cf3bad65-0513-4831-9de0-45fba06ed615	1	77505362	107902749	18077	0.0668
cf3bad65-0513-4831-9de0-45fba06ed615	1	107902875	149906351	7336	0.0897
cf3bad65-0513-4831-9de0-45fba06ed615	1	149909846	154022171	1924	0.5809
cf3bad65-0513-4831-9de0-45fba06ed615	1	154024870	154162236	59	0.1075
cf3bad65-0513-4831-9de0-45fba06ed615	1	154163290	154199727	12	0.6951
cf3bad65-0513-4831-9de0-45fba06ed615	1	154201355	154346601	69	0.1041
cf3bad65-0513-4831-9de0-45fba06ed615	1	154348466	154369831	10	0.6772
cf3bad65-0513-4831-9de0-45fba06ed615	1	154372448	154785946	246	0.1209
cf3bad65-0513-4831-9de0-45fba06ed615	1	154787191	154835459	43	0.7479
cf3bad65-0513-4831-9de0-45fba06ed615	1	154837554	156022995	485	0.0962
cf3bad65-0513-4831-9de0-45fba06ed615	1	156025224	156090994	23	-0.5208
cf3bad65-0513-4831-9de0-45fba06ed615	1	156093812	160833752	2987	0.0859
cf3bad65-0513-4831-9de0-45fba06ed615	1	160833928	160834012	3	-1.4369
cf3bad65-0513-4831-9de0-45fba06ed615	1	160834219	173723343	9079	0.0766
cf3bad65-0513-4831-9de0-45fba06ed615	1	173731493	173735436	3	-1.7908
cf3bad65-0513-4831-9de0-45fba06ed615	1	173736250	187101657	8173	0.0769
cf3bad65-0513-4831-9de0-45fba06ed615	1	187101689	199418897	7148	0.0259
cf3bad65-0513-4831-9de0-45fba06ed615	1	199419836	237691942	25105	0.0796
cf3bad65-0513-4831-9de0-45fba06ed615	1	237692323	240585049	2251	0.0315
cf3bad65-0513-4831-9de0-45fba06ed615	1	240587047	247650984	3844	0.0813
cf3bad65-0513-4831-9de0-45fba06ed615	2	480597	167307220	88979	0.0715
cf3bad65-0513-4831-9de0-45fba06ed615	2	167331418	167688690	207	-0.7679
cf3bad65-0513-4831-9de0-45fba06ed615	2	167688865	183716407	10019	0.081
cf3bad65-0513-4831-9de0-45fba06ed615	2	183718103	189352201	2341	0.0371
cf3bad65-0513-4831-9de0-45fba06ed615	2	189361242	200825019	5944	0.0754
cf3bad65-0513-4831-9de0-45fba06ed615	2	200827726	219980238	11138	-0.764
cf3bad65-0513-4831-9de0-45fba06ed615	2	219980679	219982459	3	-2.6652
cf3bad65-0513-4831-9de0-45fba06ed615	2	219984121	220701361	518	-0.7983
cf3bad65-0513-4831-9de0-45fba06ed615	2	220706180	220706442	3	-3.6741
cf3bad65-0513-4831-9de0-45fba06ed615	2	220709385	221158701	304	-0.7792
cf3bad65-0513-4831-9de0-45fba06ed615	2	221159111	221162424	5	-3.4359
cf3bad65-0513-4831-9de0-45fba06ed615	2	221164206	241537572	12169	-0.7714
cf3bad65-0513-4831-9de0-45fba06ed615	3	2170634	13241078	6700	0.084
cf3bad65-0513-4831-9de0-45fba06ed615	3	13241111	13242562	2	-1.9052
cf3bad65-0513-4831-9de0-45fba06ed615	3	13242718	17031438	2499	0.0946
cf3bad65-0513-4831-9de0-45fba06ed615	3	17031505	36256165	11207	0.0573
cf3bad65-0513-4831-9de0-45fba06ed615	3	36256182	59250441	12682	0.0872
cf3bad65-0513-4831-9de0-45fba06ed615	3	59251169	59308581	40	0.6511
cf3bad65-0513-4831-9de0-45fba06ed615	3	59314100	74387519	10144	0.0695
cf3bad65-0513-4831-9de0-45fba06ed615	3	74395120	96833057	9272	0.0253
cf3bad65-0513-4831-9de0-45fba06ed615	3	96837642	96882676	26	-0.8404
cf3bad65-0513-4831-9de0-45fba06ed615	3	96886519	107216264	5675	0.0433
cf3bad65-0513-4831-9de0-45fba06ed615	3	107216841	138559364	17991	0.0665
cf3bad65-0513-4831-9de0-45fba06ed615	3	138566528	138825636	105	-0.7338
cf3bad65-0513-4831-9de0-45fba06ed615	3	138829095	143768022	2737	0.0876
cf3bad65-0513-4831-9de0-45fba06ed615	3	143768702	182618634	19921	0.0507
cf3bad65-0513-4831-9de0-45fba06ed615	3	182621595	190317579	4472	0.0888
cf3bad65-0513-4831-9de0-45fba06ed615	3	190318969	192793358	1521	0.0365
cf3bad65-0513-4831-9de0-45fba06ed615	3	192797104	197812401	1922	0.0975
cf3bad65-0513-4831-9de0-45fba06ed615	4	1059384	10865420	5222	0.0768
cf3bad65-0513-4831-9de0-45fba06ed615	4	10865432	24009985	9074	0.0453
cf3bad65-0513-4831-9de0-45fba06ed615	4	24010484	27545982	2322	0.0851
